Position,PosSum,Age,TimePlayed,TeamStatus,CategoryN4,CategoryN3,CategoryN2,WinLose,PA%,Shots_PM,ShotsOT_PM,KeyPasses_PM,AerialsWon_PM,Touches_PM,TotalTackles_PM,Interceptions_PM,Clearances_PM,BlockedShots_PM,Fouls_PM,Dribbles_PM,Fouled_PM,Offsides_PM,Disp_PM,UnsTouchesRating_PM,Passes_PM,Crosses_PM,AccCrosses_PM,LB_PM,AccLB_PM,ThB_PM,AccThB_PM
DL,DF,30,90,1,2,2,1,1,78.8,0,0,0,0.022,0.578,0.011,0,0.033,0,0,0.011,0.011,0,0.011,0,0.367,0.022,0,0.056,0.022,0,0
MC,MD,29,58,1,2,2,1,1,71.4,0.022,0.011,0.011,0.011,0.567,0.022,0,0,0,0.022,0,0,0,0.011,0.022,0.467,0,0,0.056,0.022,0,0
MC,MD,30,90,1,2,2,1,1,83.3,0,0,0,0.011,0.5,0.033,0,0.011,0,0.022,0.011,0,0,0,0.011,0.4,0,0,0.078,0.044,0,0
MC,MD,35,90,1,2,2,1,1,76.7,0.022,0,0,0.011,0.622,0,0.033,0.011,0,0,0,0.011,0,0,0,0.478,0.056,0.011,0.133,0.056,0,0
FWR,FW,22,82,1,2,2,1,1,85,0,0,0.011,0.011,0.7,0.044,0,0.011,0,0,0.044,0.011,0,0.033,0.022,0.444,0.022,0.011,0,0,0,0
FW,FW,30,90,1,2,2,1,1,68.8,0.022,0.011,0.011,0.033,0.367,0.011,0,0.011,0,0.011,0,0.011,0,0.011,0.033,0.178,0.033,0,0.011,0,0,0
FWL,FW,28,69,1,2,2,1,1,100,0,0,0,0,0.322,0.033,0,0.011,0,0,0.011,0,0,0,0.022,0.111,0.056,0,0.011,0.011,0,0
Sub,SUB,30,21,1,2,2,1,1,50,0,0,0,0,0.1,0,0,0.011,0,0,0,0,0,0,0.022,0.067,0,0,0,0,0,0
Sub,SUB,21,32,1,2,2,1,1,75,0,0,0,0.011,0.222,0,0.011,0.011,0,0.011,0,0,0,0.011,0.011,0.133,0.011,0,0.011,0,0,0
Sub,SUB,30,8,1,2,2,1,1,66.7,0,0,0,0,0.044,0,0,0,0,0,0,0,0,0,0,0.033,0,0,0,0,0,0
Sub,SUB,32,0,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub,SUB,30,0,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub,SUB,37,0,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub,SUB,40,0,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GK,GK,33,90,2,1,1,1,0,33.3,0,0,0,0.011,0.278,0,0,0.011,0,0,0,0,0,0,0,0.2,0,0,0.156,0.022,0,0
DR,DF,33,90,2,1,1,1,0,85.7,0,0,0,0.067,0.678,0.044,0.033,0,0,0.011,0,0,0,0.022,0,0.389,0.033,0.011,0.022,0.022,0,0
DC,DF,36,90,2,1,1,1,0,67.7,0,0,0,0.067,0.467,0.011,0.011,0.044,0.011,0.022,0.011,0,0,0,0,0.378,0,0,0.078,0.033,0,0
DC,DF,26,90,2,1,1,1,0,71,0.022,0,0,0.022,0.833,0.011,0,0.056,0,0,0.022,0.011,0,0,0,0.689,0,0,0.178,0.044,0,0
DL,DF,23,90,2,1,1,1,0,71.7,0,0,0.011,0.033,1.033,0,0.022,0.056,0,0,0.022,0,0.011,0.011,0.011,0.589,0.056,0.011,0.078,0.011,0,0
DMC,DF,23,90,2,1,1,1,0,81,0.011,0,0,0.056,0.833,0.056,0.022,0.044,0,0.011,0,0,0,0.033,0.011,0.644,0,0,0.067,0.044,0.011,0
DMC,DF,32,90,2,1,1,1,0,89.4,0.011,0.011,0.033,0.022,0.933,0.033,0.011,0.033,0,0.011,0.033,0.044,0,0,0,0.733,0,0,0.1,0.078,0,0
AMR,MD,28,87,2,1,1,1,0,86,0.033,0.011,0.022,0,0.756,0.011,0,0.011,0,0,0.011,0,0,0.011,0.011,0.556,0.022,0.011,0.111,0.078,0.033,0.011
AMC,MD,33,59,2,1,1,1,0,66.7,0.011,0.011,0,0.022,0.3,0,0,0,0,0,0,0,0,0,0,0.267,0,0,0.033,0.022,0,0
AML,MD,23,66,2,1,1,1,0,72,0.033,0,0.011,0.011,0.467,0,0,0.011,0,0.011,0.022,0,0,0,0.033,0.278,0.067,0.011,0.033,0,0,0
FW,FW,33,90,2,1,1,1,0,69.2,0.022,0.022,0,0.022,0.256,0,0,0,0,0.011,0,0,0.011,0,0.033,0.144,0,0,0,0,0,0
Sub,SUB,24,3,2,1,1,1,0,100,0,0,0,0,0.033,0,0,0,0,0,0,0,0,0,0,0.033,0,0,0,0,0,0
Sub,SUB,23,31,2,1,1,1,0,87.5,0.011,0.011,0.033,0,0.2,0,0,0,0,0,0.011,0,0,0,0,0.178,0,0,0.011,0.011,0.022,0.022
Sub,SUB,30,24,2,1,1,1,0,76.5,0,0,0.033,0,0.3,0.022,0.022,0,0,0,0,0,0,0,0.022,0.189,0.033,0.022,0.044,0.022,0,0
Sub,SUB,33,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub,SUB,28,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub,SUB,35,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub,SUB,28,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GK,GK,36,90,1,2,2,1,1,40,0,0,0,0,0.389,0,0,0,0,0,0,0,0,0,0,0.333,0,0,0.278,0.078,0,0
DR,DF,31,90,1,2,2,1,1,85.4,0.011,0,0,0.033,0.733,0.022,0,0.056,0.011,0.022,0.011,0,0,0,0.011,0.456,0.011,0,0.033,0.022,0,0
DC,DF,28,90,1,2,2,1,1,70.8,0.011,0,0,0.011,0.367,0,0.022,0.044,0,0.011,0,0.022,0,0,0,0.267,0,0,0.078,0.011,0,0
DC,DF,29,90,1,2,2,1,1,67.5,0.022,0.011,0,0.022,0.611,0.022,0.022,0.056,0,0.011,0,0,0,0.011,0,0.444,0,0,0.144,0.044,0,0
DL,DF,30,75,1,2,2,1,1,90,0,0,0,0.011,0.378,0.011,0.022,0.022,0,0.022,0,0.011,0,0,0,0.222,0.011,0,0.033,0.022,0,0
MR,MD,28,90,1,2,2,1,1,62.1,0.022,0.011,0.011,0.022,0.667,0.033,0.022,0,0,0,0.067,0.011,0,0.022,0.022,0.322,0.1,0.011,0.033,0.011,0,0
MC,MD,30,90,1,2,2,1,1,79.5,0.011,0.011,0.011,0,0.567,0.011,0,0,0.011,0,0.022,0,0.011,0.022,0.011,0.433,0.011,0.011,0.022,0,0,0
MC,MD,35,90,1,2,2,1,1,74.5,0.011,0,0.022,0,0.722,0,0.022,0,0,0,0.011,0,0,0,0,0.522,0.089,0.067,0.1,0.033,0,0
ML,MD,30,70,1,2,2,1,1,92.9,0.022,0,0,0,0.344,0.022,0.022,0.011,0,0.011,0,0,0,0,0.022,0.156,0.056,0,0.011,0,0,0
AMC,MD,30,88,1,2,2,1,1,48,0,0,0.022,0.011,0.367,0,0,0.022,0,0,0,0,0,0.033,0.011,0.278,0,0,0,0,0,0
FW,FW,30,90,1,2,2,1,1,65,0.033,0.033,0.011,0.078,0.467,0.022,0.011,0,0,0.033,0,0,0,0.011,0.033,0.222,0.044,0.022,0,0,0.011,0
Sub,SUB,22,15,1,2,2,1,1,100,0,0,0,0,0.089,0,0,0,0,0,0.011,0.011,0,0,0.011,0.056,0,0,0,0,0,0
Sub,SUB,30,2,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub,SUB,32,20,1,2,2,1,1,60,0,0,0,0,0.156,0.011,0,0,0,0.022,0,0,0,0,0.011,0.111,0,0,0.033,0,0,0
Sub,SUB,32,0,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub,SUB,29,0,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub,SUB,21,0,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub,SUB,37,0,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GK,GK,26,90,2,0,0,0,2,81.3,0,0,0,0,0.511,0,0,0.011,0,0,0,0,0,0,0,0.356,0,0,0.133,0.067,0,0
DR,DF,22,90,2,0,0,0,2,83.9,0,0,0.011,0,0.878,0,0,0.044,0,0.011,0.011,0.011,0,0,0.022,0.689,0.011,0,0.078,0.022,0,0
DC,DF,34,90,2,0,0,0,2,89.5,0,0,0,0.033,1.144,0.033,0,0.111,0,0,0,0.022,0,0,0,0.956,0,0,0.044,0.022,0,0
DC,DF,28,90,2,0,0,0,2,89.3,0,0,0,0.056,1.1,0.011,0.011,0.133,0.011,0,0,0,0,0,0,0.933,0,0,0.089,0.044,0,0
DL,DF,27,90,2,0,0,0,2,77.3,0,0,0,0,0.689,0,0,0.044,0,0.011,0.011,0,0,0,0,0.489,0.011,0,0.056,0.011,0,0
MC,MD,29,90,2,0,0,0,2,93,0,0,0.011,0.011,0.589,0.022,0.011,0,0,0,0.022,0,0,0.011,0,0.478,0,0,0.044,0.033,0,0
MC,MD,34,90,2,0,0,0,2,84.9,0.011,0,0.022,0,1.089,0.011,0.033,0.011,0,0.011,0.044,0.011,0,0,0.033,0.811,0.067,0.022,0.089,0.067,0,0
MC,MD,29,90,2,0,0,0,2,87.5,0,0,0,0.022,0.889,0,0.022,0,0,0,0,0,0,0.011,0,0.8,0,0,0.122,0.1,0,0
FWR,FW,27,83,2,0,0,0,2,63,0.044,0.011,0,0,0.5,0,0,0,0,0,0.033,0.022,0.022,0.011,0.033,0.3,0.022,0.011,0.011,0.011,0,0
FW,FW,27,65,2,0,0,0,2,63.6,0.033,0.022,0,0,0.267,0.022,0,0,0,0.022,0,0.011,0,0.011,0.022,0.122,0,0,0.022,0.011,0,0
FWL,FW,27,65,2,0,0,0,2,77.4,0,0,0,0.022,0.444,0.022,0,0,0,0,0.011,0.022,0,0.022,0,0.344,0,0,0.033,0.033,0,0
Sub,SUB,28,25,2,0,0,0,2,81.8,0.011,0,0,0,0.156,0.011,0,0,0,0,0,0.011,0,0,0,0.122,0,0,0.022,0.022,0.011,0
Sub,SUB,30,7,2,0,0,0,2,50,0,0,0,0,0.044,0,0,0.011,0,0,0,0,0,0,0,0.022,0,0,0,0,0,0
Sub,SUB,26,25,2,0,0,0,2,100,0,0,0.033,0,0.178,0,0,0,0,0,0.011,0.011,0,0.022,0.011,0.078,0.033,0.011,0,0,0,0
Sub,SUB,31,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub,SUB,22,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub,SUB,21,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub,SUB,25,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GK,GK,36,90,1,2,2,1,2,48.2,0,0,0,0,0.378,0,0,0.011,0,0,0,0,0,0,0.011,0.3,0,0,0.289,0.133,0,0
DC,DF,28,90,1,2,2,1,2,75,0,0,0,0.022,0.489,0.011,0.033,0.044,0.022,0.011,0.033,0,0,0,0,0.311,0,0,0.1,0.033,0,0
DC,DF,40,67,1,2,2,1,2,75,0,0,0,0.022,0.267,0.044,0.022,0.044,0,0,0.011,0,0,0,0,0.133,0,0,0.022,0,0,0
DC,DF,32,90,1,2,2,1,2,58.3,0,0,0,0.011,0.4,0.033,0.044,0.022,0,0.022,0,0.011,0,0.011,0.011,0.267,0,0,0.044,0,0,0
DMR,MD,31,90,1,2,2,1,2,50,0,0,0.011,0.011,0.389,0.022,0.011,0.022,0,0.011,0,0,0,0,0.011,0.244,0.011,0.011,0.056,0,0,0
DML,MD,30,90,1,2,2,1,2,54.2,0,0,0,0,0.533,0.011,0.011,0.011,0,0.022,0,0,0,0.022,0.011,0.267,0.022,0,0.067,0,0,0
MC,MD,29,80,1,2,2,1,2,52.4,0.022,0.011,0,0,0.422,0.033,0.033,0.011,0,0.022,0.022,0.011,0,0.022,0.011,0.233,0,0,0.044,0.011,0.011,0
MC,MD,38,90,1,2,2,1,2,65.5,0,0,0.011,0.011,0.367,0,0.011,0,0,0,0,0.011,0.011,0,0,0.322,0,0,0.067,0.044,0.011,0.011
MC,MD,30,90,1,2,2,1,2,68,0,0,0,0.022,0.456,0.044,0.022,0,0,0,0.033,0.011,0,0,0.011,0.278,0,0,0.056,0.011,0,0
FW,FW,30,57,1,2,2,1,2,54.6,0.022,0.011,0.011,0,0.244,0.011,0,0,0,0,0,0.022,0.022,0.044,0.011,0.122,0,0,0,0,0,0
FW,FW,30,90,1,2,2,1,2,57.9,0.022,0.011,0.011,0.033,0.367,0.011,0,0.011,0,0,0.022,0.011,0,0.022,0.011,0.211,0.022,0.011,0.011,0.011,0,0
Sub,SUB,30,10,1,2,2,1,2,66.7,0,0,0,0,0.1,0,0,0,0,0.022,0,0,0,0.011,0.011,0.033,0,0,0.011,0,0,0
Sub,SUB,28,23,1,2,2,1,2,66.7,0.011,0.011,0,0,0.122,0.011,0,0,0,0,0.011,0,0.011,0,0.011,0.033,0.011,0,0,0,0,0
Sub,SUB,30,33,1,2,2,1,2,33.3,0,0,0,0,0.089,0,0,0,0,0,0,0,0.011,0.011,0.011,0.067,0,0,0,0,0,0
Sub,SUB,32,0,1,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub,SUB,30,0,1,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub,SUB,37,0,1,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub,SUB,35,0,1,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GK,GK,26,90,2,3,0,0,0,81.3,0,0,0,0,0.444,0,0,0.022,0,0,0,0,0,0,0,0.356,0,0,0.122,0.056,0,0
DR,DF,29,90,2,3,0,0,0,84,0.011,0,0.011,0.044,1.4,0.022,0.011,0.033,0,0,0.033,0.011,0,0.033,0.011,1.111,0.022,0,0.078,0.033,0,0
DC,DF,31,90,2,3,0,0,0,93.6,0,0,0,0.033,1.044,0.044,0.011,0.078,0,0.033,0,0,0,0,0,0.867,0,0,0.078,0.056,0,0
DC,DF,25,90,2,3,0,0,0,95.6,0,0,0,0.011,1.133,0.011,0.022,0.033,0.011,0,0,0,0,0.011,0,1.011,0,0,0.044,0.011,0,0
DL,DF,30,90,2,3,0,0,0,95.4,0.022,0,0,0.011,1.167,0,0,0.022,0,0,0.022,0,0,0.011,0.022,0.956,0,0,0.067,0.056,0,0
MC,MD,28,90,2,3,0,0,0,90,0.044,0,0,0.022,1.733,0.033,0.022,0,0,0,0.022,0,0,0.033,0.044,1.444,0.033,0.011,0.1,0.067,0,0
MC,MD,34,90,2,3,0,0,0,92.1,0.011,0.011,0.022,0.033,1.456,0.022,0.011,0.033,0,0.011,0.033,0.022,0,0.022,0.022,1.267,0,0,0.022,0.022,0.011,0.011
MC,MD,34,90,2,3,0,0,0,95.5,0.033,0.022,0.022,0.011,1.378,0.011,0.011,0,0.011,0.011,0.011,0.011,0,0.011,0.011,1.233,0.011,0,0.033,0.022,0,0
FWR,FW,25,60,2,3,0,0,0,89.7,0,0,0.022,0,0.767,0.011,0,0,0,0,0.011,0.022,0,0.022,0.011,0.644,0.022,0,0.033,0.022,0,0
FW,FW,22,81,2,3,0,0,0,79,0,0,0.011,0.011,0.589,0.011,0.011,0.011,0,0.022,0,0.011,0,0.011,0.056,0.422,0,0,0.011,0.011,0,0
FWL,FW,24,90,2,3,0,0,0,83.6,0.033,0.011,0.022,0.011,0.811,0.011,0.011,0,0,0,0.011,0,0.011,0.022,0.056,0.611,0.022,0,0.022,0.022,0,0
Sub,SUB,29,9,2,3,0,0,0,95.7,0,0,0,0,0.256,0,0,0,0,0,0,0,0,0,0,0.256,0,0,0.011,0.011,0,0
Sub,SUB,25,30,2,3,0,0,0,100,0.011,0.011,0.022,0,0.222,0,0,0,0,0,0.022,0.033,0,0,0.011,0.144,0,0,0,0,0.011,0.011
Sub,SUB,31,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub,SUB,28,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub,SUB,36,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub,SUB,28,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub,SUB,36,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GK,GK,36,90,1,2,2,1,1,52.4,0,0,0,0,0.311,0,0,0.022,0,0,0,0,0,0,0,0.233,0,0,0.178,0.067,0,0
DR,DF,31,90,1,2,2,1,1,89.3,0,0,0,0.011,0.578,0.044,0.033,0.022,0.011,0,0,0.022,0,0,0,0.311,0.022,0.011,0.011,0.011,0,0
DC,DF,28,90,1,2,2,1,1,86.8,0,0,0,0,0.578,0.022,0.022,0.033,0.011,0.011,0.022,0.011,0,0,0,0.422,0.011,0.011,0.067,0.033,0,0
DC,DF,32,90,1,2,2,1,1,79.6,0.011,0,0.011,0,0.644,0.022,0.022,0.067,0,0,0.011,0,0,0.011,0,0.489,0,0,0.078,0.056,0,0
DL,DF,30,90,1,2,2,1,1,79.4,0.022,0,0.044,0.011,0.622,0,0,0.011,0,0,0.011,0.011,0,0,0,0.378,0.033,0.022,0.033,0,0,0
MC,MD,32,45,1,2,2,1,1,75,0,0,0,0,0.278,0.011,0.022,0,0,0.011,0,0.011,0,0,0,0.222,0,0,0.011,0,0,0
MC,MD,29,71,1,2,2,1,1,85.7,0,0,0.011,0,0.678,0,0,0,0.011,0.011,0,0,0,0,0.011,0.622,0.022,0.011,0.044,0.022,0,0
MC,MD,30,90,1,2,2,1,1,86.9,0.011,0.011,0,0,0.733,0.011,0.011,0,0,0.011,0,0,0,0.011,0,0.678,0,0,0.044,0.022,0,0
FWR,FW,22,63,1,2,2,1,1,85,0,0,0.011,0,0.411,0,0.067,0,0,0,0.022,0,0,0,0.044,0.222,0.011,0,0,0,0,0
FW,FW,30,90,1,2,2,1,1,59.1,0.022,0.011,0,0.056,0.489,0,0.011,0,0,0.033,0.033,0.011,0.011,0.044,0.056,0.244,0.022,0,0.011,0,0,0
FWL,FW,30,90,1,2,2,1,1,76.7,0,0,0.011,0,0.533,0.033,0.022,0,0,0.033,0,0.011,0,0,0.022,0.333,0.067,0.011,0.011,0.011,0,0
Sub,SUB,30,27,1,2,2,1,1,57.1,0.022,0.011,0.011,0.011,0.122,0,0,0,0,0.033,0,0,0,0.011,0,0.078,0,0,0,0,0,0
Sub,SUB,38,45,1,2,2,1,1,79,0.033,0.022,0,0.011,0.544,0.022,0.011,0,0,0.011,0,0,0,0,0.011,0.422,0.011,0,0.056,0.011,0,0
Sub,SUB,35,19,1,2,2,1,1,50,0.011,0,0.022,0,0.222,0,0,0,0,0,0,0,0,0,0,0.156,0.044,0.022,0.022,0,0,0
Sub,SUB,21,0,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub,SUB,37,0,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub,SUB,30,0,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub,SUB,40,0,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GK,GK,29,90,2,0,0,0,0,47.2,0,0,0.011,0,0.556,0,0,0,0,0,0,0.022,0,0,0,0.4,0,0,0.311,0.1,0,0
DR,DF,34,65,2,0,0,0,0,87.2,0,0,0,0,0.611,0,0.011,0.033,0.011,0,0,0,0,0.022,0,0.433,0.011,0.011,0.033,0.022,0,0
DC,DF,30,90,2,0,0,0,0,87.5,0,0,0.011,0.033,0.611,0.022,0.044,0.044,0,0.011,0,0.011,0,0,0,0.444,0,0,0.033,0.011,0,0
DC,DF,27,90,2,0,0,0,0,86.7,0,0,0,0.022,0.622,0.011,0.011,0.044,0.022,0,0.011,0.022,0,0,0,0.5,0,0,0.033,0,0,0
DL,DF,34,90,2,0,0,0,0,83.1,0.011,0,0,0.011,0.989,0,0.011,0.022,0,0,0.011,0.011,0,0,0,0.722,0.044,0,0.156,0.089,0,0
DMC,DF,31,90,2,0,0,0,0,83,0,0,0,0,1.3,0.011,0.044,0.011,0,0,0.011,0.011,0,0,0,1.178,0,0,0.122,0.078,0,0
DMC,DF,30,90,2,0,0,0,0,87.7,0,0,0,0,0.989,0.044,0.022,0.022,0,0.011,0,0.033,0,0,0.011,0.811,0.011,0,0.067,0.022,0,0
AMR,MD,31,90,2,0,0,0,0,86.3,0,0,0.011,0.011,0.689,0.011,0.022,0.022,0,0,0.022,0,0,0.011,0,0.567,0.022,0,0.022,0.011,0.011,0
AMC,MD,27,85,2,0,0,0,0,91.3,0.022,0.022,0.011,0,0.622,0,0,0,0,0.011,0,0.011,0,0.011,0.033,0.511,0,0,0.011,0.011,0,0
AML,MD,22,78,2,0,0,0,0,74.2,0.033,0,0.011,0,0.489,0.011,0,0,0,0.022,0.011,0,0,0,0.033,0.344,0.022,0.011,0.011,0,0,0
FW,FW,26,90,2,0,0,0,0,67.9,0.022,0.011,0.011,0.067,0.467,0.011,0,0,0,0.011,0.033,0,0.011,0.011,0.022,0.311,0.022,0,0.022,0.022,0.011,0
Sub,SUB,29,25,2,0,0,0,0,84.2,0,0,0.011,0,0.267,0,0.011,0.011,0,0,0,0,0,0,0,0.211,0,0,0.033,0.011,0,0
Sub,SUB,24,12,2,0,0,0,0,100,0,0,0,0,0.2,0.011,0,0.011,0,0.011,0.011,0.011,0,0.056,0.011,0.067,0,0,0,0,0,0
Sub,SUB,23,5,2,0,0,0,0,100,0,0,0,0,0.056,0,0.011,0,0,0,0,0.011,0,0,0,0.033,0,0,0,0,0,0
Sub,SUB,32,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub,SUB,25,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub,SUB,38,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub,SUB,24,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GK,GK,36,90,1,2,2,1,1,33.3,0,0,0,0,0.389,0,0,0,0,0,0,0,0,0,0,0.333,0,0,0.3,0.078,0,0
DC,DF,31,90,1,2,2,1,1,72.9,0,0,0,0.022,0.833,0.067,0.022,0.067,0,0.022,0,0,0,0,0.011,0.533,0.022,0,0.122,0.022,0,0
DC,DF,28,90,1,2,2,1,1,81.5,0,0,0.011,0.033,0.822,0.011,0.022,0.133,0.011,0.011,0.011,0.011,0,0.011,0,0.6,0,0,0.067,0.033,0,0
DC,DF,32,90,1,2,2,1,1,80,0,0,0,0.011,0.689,0.011,0.033,0.044,0.011,0,0.011,0.044,0,0,0,0.5,0,0,0.056,0.022,0,0
DMR,MD,28,90,1,2,2,1,1,76,0,0,0.011,0.044,0.589,0.011,0,0.022,0,0,0.022,0,0,0,0.056,0.278,0.078,0.011,0.022,0.011,0,0
DML,MD,30,79,1,2,2,1,1,92,0,0,0.011,0.022,0.489,0,0.011,0.022,0.011,0,0,0,0,0.011,0.011,0.278,0.011,0.011,0.011,0.011,0,0
MC,MD,38,66,1,2,2,1,1,85.2,0,0,0,0.011,0.389,0.011,0.011,0,0,0,0,0,0,0,0.022,0.3,0.011,0,0.056,0.044,0,0
MC,MD,30,90,1,2,2,1,1,78.1,0,0,0.011,0.011,0.556,0.056,0,0,0.011,0,0,0,0,0,0.011,0.456,0,0,0.022,0.011,0,0
MC,MD,21,83,1,2,2,1,1,83.9,0.011,0.011,0,0.011,0.522,0.033,0.033,0,0,0.044,0.011,0.011,0,0.011,0,0.344,0.033,0,0.067,0.056,0,0
FW,FW,30,90,1,2,2,1,1,68.6,0.022,0,0.011,0.067,0.711,0.011,0,0.011,0,0.011,0.033,0.022,0,0.033,0.022,0.389,0.056,0.011,0.011,0,0,0
FW,FW,30,90,1,2,2,1,1,80,0.044,0.033,0,0.044,0.422,0.011,0,0,0.011,0.033,0.011,0.033,0,0.011,0.011,0.222,0.011,0,0.011,0,0,0
Sub,SUB,32,24,1,2,2,1,1,83.3,0,0,0,0.022,0.222,0.022,0.011,0.022,0,0.011,0.022,0.011,0,0,0,0.133,0,0,0.022,0.022,0,0
Sub,SUB,30,11,1,2,2,1,1,100,0,0,0,0,0.1,0,0,0,0,0.011,0,0,0,0,0.011,0.056,0.011,0,0,0,0,0
Sub,SUB,29,7,1,2,2,1,1,66.7,0.011,0,0,0,0.044,0,0,0,0,0,0,0,0,0,0,0.033,0,0,0,0,0,0
Sub,SUB,30,0,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub,SUB,22,0,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub,SUB,37,0,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub,SUB,40,0,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GK,GK,29,90,2,1,1,1,2,62.5,0,0,0,0.011,0.344,0,0,0.011,0,0,0,0,0,0,0,0.267,0,0,0.2,0.1,0,0
DR,DF,26,90,2,1,1,1,2,80,0,0,0.022,0.011,0.678,0.022,0,0.022,0,0,0.011,0.022,0.011,0,0,0.5,0.022,0,0.078,0.022,0,0
DC,DF,28,90,2,1,1,1,2,61.5,0.011,0,0,0.056,0.456,0.022,0.022,0.111,0,0,0,0,0,0,0,0.289,0,0,0.078,0.022,0,0
DC,DF,30,90,2,1,1,1,2,76.3,0.033,0.011,0,0.011,0.611,0.022,0,0.1,0,0.011,0,0.011,0,0,0,0.422,0,0,0.1,0.033,0,0
DL,DF,25,90,2,1,1,1,2,74.4,0,0,0.011,0.011,0.9,0.056,0.011,0.044,0,0.011,0,0.011,0,0,0,0.478,0.033,0.033,0.089,0.044,0,0
DMC,DF,23,90,2,1,1,1,2,81.5,0.011,0.011,0.022,0.033,0.922,0.022,0.011,0.011,0.022,0.022,0.011,0.011,0,0.033,0.022,0.722,0,0,0.067,0.022,0.011,0
